, True
Read them; and know, I know your worthiness., True
My Lord of Westmoreland, and uncle Exeter,, True
We will aboard to night. Why, how now, gentlemen!, True
What see you in those papers that you lose, True
So much complexion? Look ye, how they change!, True
Their cheeks are paper. Why, what read you there, True
That hath so cowarded and chased your blood, True
Out of appearance?, True
, True
CAMBRIDGE, True
, True
I do confess my fault;, True
And do submit me to your highness' mercy., True
, True
GREY SCROOP, True
, True
To which we all appeal., True
, True
KING HENRY V, True
, True
The mercy that was quick in us but late,, True
By your own counsel is suppress'd and kill'd:, True
You must not dare, for shame, to talk of mercy;, True
For your own reasons turn into your bosoms,, True
As dogs upon their masters, worrying you., True
See you, my princes, and my noble peers,, True
These English monsters! My Lord of Cambridge here,, True
You know how apt our love was to accord, True
To furnish him with all appertinents, True
Belonging to his honour; and this man, True
Hath, for a few light crowns, lightly conspired,, True
And sworn unto the practises of France,, True
To kill us here in Hampton: to the which, True
This knight, no less for bounty bound to us, True
Than Cambridge is, hath likewise sworn. But, O,, True
What shall I say to thee, Lord Scroop? thou cruel,, True
Ingrateful, savage and inhuman creature!, True
Thou that didst bear the key of all my counsels,, True
That knew'st the very bottom of my soul,, True
That almost mightst have coin'd me into gold,, True
Wouldst thou have practised on me for thy use,, True
May it be possible, that foreign hire, True
Could out of thee extract one spark of evil, True
That might annoy my finger? 'tis so strange,, True
That, though the truth of it stands off as gross, True
As black and white, my eye will scarcely see it., True
Treason and murder ever kept together,, True
As two yoke-devils sworn to either's purpose,, True
Working so grossly in a natural cause,, True
That admiration did not whoop at them:, True
But thou, 'gainst all proportion, didst bring in, True
Wonder to wait on treason and on murder:, True
And whatsoever cunning fiend it was, True
That wrought upon thee so preposterously, True
Hath got the voice in hell for excellence:, True
All other devils that suggest by treasons, True
Do botch and bungle up damnation, True
With patches, colours, and with forms being fetch'd, True
From glistering semblances of piety;, True
But he that temper'd thee bade thee stand up,, True
Gave thee no instance why thou shouldst do treason,, True
Unless to dub thee with the name of traitor., True
If that same demon that hath gull'd thee thus, True
Should with his lion gait walk the whole world,, True
He might return to vasty Tartar back,, True
And tell the legions 'I can never win, True
A soul so easy as that Englishman's.', True
O, how hast thou with 'jealousy infected, True
The sweetness of affiance! Show men dutiful?, True
Why, so didst thou: seem they grave and learned?, True
Why, so didst thou: come they of noble family?, True
Why, so didst thou: seem they religious?, True
Why, so didst thou: or are they spare in diet,, True
Free from gross passion or of mirth or anger,, True
Constant in spirit, not swerving with the blood,, True
Garnish'd and deck'd in modest complement,, True
Not working with the eye without the ear,, True
And but in purged judgment trusting neither?, True
Such and so finely bolted didst thou seem:, True
And thus thy fall hath left a kind of blot,, True
To mark the full-fraught man and best indued, True
With some suspicion. I will weep for thee;, True
For this revolt of thine, methinks, is like, True
Another fall of man. Their faults are open:, True
Arrest them to the answer of the law;, True
And God acquit them of their practises!, True
, True
EXETER, True
, True
I arrest thee of high treason, by the name of, True
Richard Earl of Cambridge., True
I arrest thee of high treason, by the name of, True
Henry Lord Scroop of Masham., True
I arrest thee of high treason, by the name of, True
Thomas Grey, knight, of Northumberland., True
, True
SCROOP, True
, True
Our purposes God justly hath discover'd;, True
And I repent my fault more than my death;, True
Which I beseech your highness to forgive,, True
Although my body pay the price of it., True
, True
CAMBRIDGE, True
, True
For me, the gold of France did not seduce;, True
Although I did admit it as a motive, True
The sooner to effect what I intended:, True
But God be thanked for prevention;, True
Which I in sufferance heartily will rejoice,, True
Beseeching God and you to pardon me., True
, True
GREY, True
, True
Never did faithful subject more rejoice, True
At the discovery of most dangerous treason, True
Than I do at this hour joy o'er myself., True
Prevented from a damned enterprise:, True
My fault, but not my body, pardon, sovereign., True
, True
KING HENRY V, True
, True
God quit you in his mercy! Hear your sentence., True
You have conspired against our royal person,, True
Join'd with an enemy proclaim'd and from his coffers, True
Received the golden earnest of our death;, True
Wherein you would have sold your king to slaughter,, True
His princes and his peers to servitude,, True
His subjects to oppression and contempt, True
And his whole kingdom into desolation., True
Touching our person seek we no revenge;, True
But we our kingdom's safety must so tender,, True
Whose ruin you have sought, that to her laws, True
We do deliver you. Get you therefore hence,, True
Poor miserable wretches, to your death:, True
The taste whereof, God of his mercy give, True
You patience to endure, and true repentance, True
Of all your dear offences! Bear them hence., True
, True
Exeunt CAMBRIDGE, SCROOP and GREY, guarded, True
Now, lords, for France; the enterprise whereof, True
Shall be to you, as us, like glorious., True
We doubt not of a fair and lucky war,, True
Since God so graciously hath brought to light, True
This dangerous treason lurking in our way, True
To hinder our beginnings. We doubt not now, True
But every rub is smoothed on our way., True
Then forth, dear countrymen: let us deliver, True
Our puissance into the hand of God,, True
Putting it straight in expedition., True
Cheerly to sea; the signs of war advance:, True
No king of England, if not king of France., True
, True
Exeunt, True
, True
SCENE III. London. Before a tavern., True
, True
Enter PISTOL, Hostess, NYM, BARDOLPH, and Boy, True
, True
